cleaned	prediction
since the signing of schengen treaty 35 years ago today, citizens have learned to enjoy the value of freedom of movement in the eu. i am happy that after the restrictions imposed by the coronavirus pandemic, borders are now reopening across the schengen area and the eu	2
sinovac biotech says its coronavirus shot is safe and capable of eliciting an immune response from human trials    	2
sinovac biotech says its coronavirus shot is safe and capable of eliciting an immune response from human trials ¬†	2
so apparently he had covid back in february and he got mad at that girl for wearing a mask  	1
so fauci is saying ny did it right are you kidding me??? he sent infected people to nursing homes. this is all a setup to run cuomo in bidens place	0
so is the president going to do anything about coronavirus or is it just too boring for him	0
so much respect to @marcusrashford for all the work he has done for charities and children during the #coronavirus pandemic. a brilliant young man. 	2
so much respect to marcus rashford for all the work he has done for charities and children during the coronavirus  pandemic. a brilliant young man	2
so nigerian alleged billionaire hushpuppi has been arrested by interpol for scamming and money laundering of over $100million which was supposed to be given to native americans during the corona virus pandemic. 	1
so orange county health directors mandated that everyone wear masks. then she was forced to resign due to pushback and death threats. now the new oc health director says face masks arent mandatory anymore. ¬† ‚ä¶	1
so, it begins... again! second wave of coronavirus is happening, in china. 	0
some good news in new york!!! new york tough	2
some good news in the midst of daily bad news a covid 19 vaccine being developed at oxford university could be available in a little over 14 weeks  and vaccines from moderna pfizer arent far behind. better days are ahead  lets stay positive    	2
some good news! #newyorktough 	2
sorry but you cant claim to be the most transparent president in history and then try to keep $511 billion in taxpayer funded loans confidential. 	0
sources: expected protocol if an nba player leaves the orlando bubble: quarantined for no less than 10 days and must have two negative coronavirus tests.	1
south dakota no lockdowns at any point, no mandatory masks. on apr 13 sd became the first and only state to implement a statewide trial to treat coronavirus with hydroxychloroquine provide prophylaxis. total cases 7862, recoveries 6891, active 855, active 1088, cfr 147  	1
study shows that eating kimchi can help you survive covid 19 so its time to stock up   	1
successfully recovered from covid!! what a relief	2
survey reveals french public has lost confidence in scientists during the coronavirus pandemic ¬†	0
sweden never imposed a lockdown and now has a coronavirus mortality rate much higher than the us and could face a devastating second wave  	0
switzerland is the safest place on earth #coronavirus #covid19 	2
switzerland is the safest place on earth coronavirus  covid19	2
taco bell is removing some menu items like nachos supreme due to covid  pandemic impact  	1
taking it one day at a time we can get through this and we will get through this with the help of each other	2
tanzanias president john magufuli has declared the country coronavirus free thanks to prayers by citizens. the corona disease has been eliminated thanks to god, mr magufuli told worshippers in a church in the capital, dodoma. 	2
texas is a covid 19 epicenter, people are suffering, icus are at capacity, children are contracting it, and the junior senator from texas the one who doesnt wear a mask on planes busies himself picking fights over black beans and basketball because priorities  	0
texas is in rough shape, man. 	0
texas saw a surge of covid19 cases in our private detention centers this week. sen. cornyn is a top recipient of campaign money from the private detention industry. so what is he doing about it? nothing. 	0
thailand reports zero coronavirus cases and zero deaths for first time in three weeks	2
thank you for helping get the message out about how to avoid rising covid19 numbers 	2
thank you health care professionals for being so brave in this trying time. you all really are heros!	2
thank you to our heros! police honor health care professionals risking their lives during the covid pandemic	2
thats just crazy. bickering between government and opposition meant they cant even agree to debate a bill to help those with disabilities and crack down on coronavirus assistance cheats. so debate delayed until next week. good grief.	0
thats not real brian it was debunked a long time ago	1
thats what happens when you are in the middle of a pandemic. dont forget to mention how 8 million have recovered from covid 19. your tweet is full of lies dems are the only ones who promote abortion that killed millions of black americans not whites	0
the  coronavirus  vaccine will come from the goop lab	1
the  covid numbers are exaggerated. proven hcq is an effective treatment, proven cloth masks dont do shit, proven hillary actually colluded w russia, proven biden actually had a quid pro quo with ukraine, proven liberal elites are pedos, proven how are you still a democrat	0
the 3rd anniversary event in akihabara has also been replaced with a new virtual event there instead due to the coronavirus . more details will be released soon! 	1
the beautiful jacinda ardern declares victory over the corona virus . #newzealand 	2
the coronavirus death toll has topped 400,000 worldwide, with more than a quarter of those deaths in the u.s. more than 1.9 million people in the u.s. have been infected with covid19. 	1
the coronavirus is still killing thousands of americans every week, but trump isnt very interested ¬†	0
the coronavirus is worse than ever in alabama. adph shows 848 new cases since yesterday, the most in a day since the start of the pandemic. it also pushes the 7day average of new daily cases to an alltime high of nearly 530 the first time its been over 500. 	0
the coronavirus pandemic is ebbing in some of the countries that were hit hard early on. but the number of new cases worldwide is growing, with more than 100,000 reported each day. ¬† 	0
the coronavirus pandemic isnt over just because the weather changed. 	0
the coronavirus wont last forever  	2
the coronavirus wont last forever we will conquer it soon! have faith	2
the countys determination to fight coronavirus saw them procure icu beds to accommodate the patients incase of the new infections rise. and it has proven effective in saving countless lives 	2
the countys determinationn to fight corona virus saw them procure icu beds to accommodate the patients incase of the new infections rise #isiologovernordelivers 	2
the covid death rate in the us is five times the global average and one of the highest in the world. our schools and our economy will not be able to recover until we get the virus under control	0
the department of health in the western cape says it is preparing to take coronavirus patients to the cape town international convention centre from tomorrow. the icc has been converted into a hospital for coronavirus patients who are not seriously ill. #sabcnews	1
the dos and donts of coronavirus outbreak 	1
the fed said if economic activity remained weak due to virusrelated disruptions more businesses could fail, leading more temporary layoffs to become permanent ¬†	0
the giants, jets and rutgers will play their 2020 home games without fans because of the  coronavirus  pandemic news  	1
the good news is the coronavirus can be almost entirely contained with a national strategy. vietnam, czech republic, new zealand, italy, germany, s korea, hong kong have all showed coordinated strategy works. 16	2
the good news is the coronavirus can be almost entirely contained with a national strategy. Vietnam, czech republic, new zealand, italy, germany, s korea, hong kong, have all showed coordinated strategy works	2
the irony is that our govt was given 5 months to prep for covid 19 outburst and are still asking time. whereas, we were accused of being unprepared for asking the postponement of kcetwhile. we just want to ensure the safety of ppl who are in danger because of your unpreparedness	0
the latest restaurant daily news  	1
the monday front pages of the washington post and new york times are pressing their campaign to blame the president for the coronavirus. websites like the drudge report are promoting the propaganda as well. this is the issue they hope will elect biden	0
the nfl and nflpa agreed to daily covid 19 testing for the first 2 weeks of camp after which theyll look at positivity rates. if the rate drops below 5 for players and tier 1, tier 2 individuals theyll move to every other day. important deal as talks continue on other issues	1
the novel coronavirus spreads mainly via airborne transmission and wearing a mask is the most effective way to stop persontoperson spread, according to a new study ¬†	1
the office of vice president leni robredo releases its full letter addressed to presidential spokesperson harry roque on suggestions for  covid 19 response	1
the participants gave a practical demonstration of the precautionary measures to avoid  coronavirus  by observing social distance in their seating arrangement  	1
the president has not just given up on efforts to combat  coronavirus  hes actively attempting to block efforts to fight it since he likes to call himself a wartime president. hes just surrendered and offered aid and comfort to the enemy treason  	0
the president is about to resume his coronavirus press briefings which is great because america needs a daily 2 hour infomercial for whatever bleach the president has recently invested in	2
the race for a vaccine against the coronavirus intensified on monday as 3 competing laboratories released promising results from early trials in humans  	2
the remarkable thing is that cdc  has openly admitted to faking their covid  cases and deaths and yet democrats still choose to believe them as being accurate. they are telling you it is a lie and you still believe	0
the researchers found that during the lockdown the rate of babies born before 28 weeks had dropped by a startling 90 percent	2
the risk of dying of coronavirus between the age of 514 is less than being struck by lightning. scientists say with the risk so low children shouldnt be deprived of their education, according to @drhilaryjones . #askdrh tune in from 6am ¬† 	2
the son of a palestinian woman who was infected with  covid 19 climbed up to her hospital room to sit and see his mother every night until she passed away  	1
the uae has made a global effort in coronavirus treatment and the result will be promising, god willing. together against covid19     	2
the us is the worst coronavirus hot zone in the entire world and yet cronies want to send our kids back to school endangering the lives of them their families and teachers. reckless and dangerous   keepyourchildhome   	0
the us needs to lower the transmission rate of covid 19 in order to get kids and teachers back in classrooms, the surgeon general says  	1
the waiver trump is requiring attendees of his oklahoma rally to sign saying they wont hold him responsible, if they contract the #coronavirus . *that waiver does not cover all the people who come in contact with the attendees who signed it, and contract the virus from them.	1
there are more than 135 vaccines in development to prevent the spread of coronavirus . keep track of the progress of all the vaccines that have reached human trials here: ¬†	1
there are people who feel that if not controlled, the population of nigeria may spill over, therefore,¬† there is a need to keep quiet and watch nigerians die. if hiv did not kill them, coronavirus ,¬† or terrorist attacks will. @mazinnamdikanu | 10.06.2020	0
there are politicians who dont care about the consequences of coronavirus on the people, they only think about how to win elections  	0
there is the issue of the ever increasing debt in pakistan which eats up some 30 percent of the budget every year in pakistan. this year the struggle increase due to covid 19 situation which has further repressed the economy  	0
there‚äôs a new program helping women find work during the coronavirus pandemic.@canva ,#coronavirus ,#datacom ¬†	1
these 2 things must not be forgotten reality winner is still in prisonm, the usa has about 25 of the worlds covid cases and deaths despite having less than 5 of the global population, trump locks up heroes and lets his people die 	0
these are shocking visuals from rajamahendravaram. hundreds of residents are seen waiting to be tested for covid 19. theres no social distancing, theres no help from the govt. these testing centres are becoming breeding grounds for the coronavirus due to ap govts incompetence  	0
these comments by dr fauci are a slap in the face to the thousands of new yorkers who suffered immensely due to the inept and fatal policy errors from governor andrew cuomo 	0
these coronavirus  victory laps are so embarrassing for fox news. theyre all gonna have to go tuesday trout fishing  	0
these eighthgraders spent the entire year raising $2,800 for a rafting trip. rather than mope after the trips cancellation, they chose to make a major impact by using the money to help the navajo nation, which is struggling amid the coronavirus pandemic. ¬†	2
think of the insanity donald trump says its unsafe for roger stone or paul manaford to sit in a jail cell because of coronavirus  but its perfectly safe to leave your child in a room for six or eight hours with 20 other kids teachers and school staff   keepyourchildhome	0
this dog groomer is working hard to keep new york city dogs clean and healthy by offering free services to pet parents financially impacted by the coronavirus pandemic ¬†	1
this foreign vaccing shows promising results, offers ray of hope. how is it going to benefit india?	2
this guy has no sense of empathy or concern for people biden told msnbcs joy reid 	0
this is a tragedy we knew was coming. ‚äúnearly 2,000 people in and around leticia are sick with covid19. about 70 have died. that might not sound like a colossal death toll at first. this amounts to the highest percapita death rate in all of colombia‚äù 	0
this is embarrassing america, embarrassing.	0
this is great news coronavirus oxford vaccine triggers immune response  	2
this is important: from tomorrow, it is compulsory to wear face coverings on public transport. if you absolutely must travel, please wear a face covering for the entire journey to help slow the spread of #covid19 . share this with your family and friends to let them know. 	1
this is insane like saying that the best generals in world war i were the ones who lost all their soldiers in the first wave then had the lowest casualties the next month. impossible to think fauci has good judgment after this   	0
this is one recent explanation: #covid19 covid19 inflames the lining of blood vessels thru the whole body, thus the diverse effects beyond the lungs, its not designed but it is systemic:	1
this is our money. and these kleptocrats refuse to say where the money went. we are not talking about $5 million. or even $500 million. we are talking about $511 billion they refuse to say who received it. 	0
this is so true. all of this are all part of the effect coronavirus has caused globally. i will be expressing educating you guys on this soon all ur support then will be greatly appreciated     	2
this is starting to make the rounds. don‚äôt be fooled. covid takes 12 weeks. the latest spike is from those memorial day dopes. keep fighting! stay safe & if you‚äôre immunocompromised or feeling ill stay home! there are lots of ways to show your support!	1
this is the first year i‚äôm not going to fiji because of coronavirus . normally, all the other years i don‚äôt go because i‚äôm skint. 	1
this is what the election is about trump downplayed, mismanaged and lied about  covid 19. its now completely out of hand. hundreds are dying each day and while other countrys kids are going back to school this fall ours wont  	0
this isnt good: covid19 hospitalizations have been on the rise since memorial day in texas, the carolinas, calif., oregon, ark., miss., utah, and arizona. overall, the us continues to have 20,000 known cases per day and testing is down rather than up. 	0
this old school throwback jeopardy week is the best outcome of coronavirus so far  	2
this should make every person in the world mad as hell reading this esp. those of us whove been locked down in our homes & forced out of businesses for mnths. or arrested for defying covid lockdown orders. this letter is the elite openly mocking us. ¬†	0
this symbol means lunch time in china #coronavirus 	1
this weekend covid didnt quit but too many nyers did. this is not ny tough and it sure isnt ny smart!! wear a mask, social distance it is not worth the risk  	0
this years defense budget was 90x bigger than the budget for the cdc. yet as we near 38 million covid 19 cases and 141000 deaths from the virus, trump wants to add more money for defense spending while cutting money for testing and contact tracing. we cant let him	0
thousands of airport workers won the votes in the new york legislature and passed the healthy terminals act. once signed into law this bill will give frontline airport workers access to affordable health care. congratulations to workers on this victory!	2
three million people in the uk have missed vital cancer screenings, tests, or treatment since the start of lockdown as experts warn that deaths caused by delays in care will exceed coronavirus casualties  	0
today is the day my  covid  hibernation phase must end as far as exercise is concerned that is  	1
today is the day of my fathers funeral and its all be done virtually which makes it harder for me. he died of covid 19. i havent slept all night please say a prayer for me and my family i have to be strong for mom just not sure i can	0
todays coronavirus figures there are 7 new confirmed cases of covid 19 in scotland. no deaths have been recorded in the past 24 hours  	1
todays mbmc  covid  report 2072020  todays positive case. 126 recoverd today.  92 death today.  6 total death till now  226  	1
tonight i shall sit in my favourite tree and stick my tongue out to  covid  19 and hope for a vaccine covid19	1
trump admin pushing to block new money for testing tracing and cdc in upcoming coronavirus relief bill  	1
trump admits he is tested for covid daily as are his family and senior staff. he knows the importance of testing for himself he does not care about the rest of you	0
trump doesnt get america in 2020. hes running the same campaign as in 2016 focused on bigotry and white supremacy but in 2020 polls show the top issue by far is covid 19. trump has failed on that issue. its time for trump to go	0
trump flails in interview with fox news citing false and nonexistent data on covid   	0
trump is letting covid rage because hed rather use the briefings as campaign rallies than actually contain the outbreak  	0
trump may be done with the coronavirus but the coronavirus is not done with america by a long shot	0
trump officials want no money for covid testing and tracing in the next coronavirus bill	1
trump shrugs off covid death toll in fox news interview it is what it is  	1
trump‚äôs mishandling of #covid19 and his senseless economic policies led us into a recession and brought an end to the longest economic expansion in american history. this is his legacy. ¬†	0
trumps rally meets every criteria for the riskiest type of event one expert: with a little bad luck, that scenario could end in the seeding of community outbreaks of covid19 across the u.s.‚äù for trump, its always politics over the nations welfare 	0
uk government has signed deals for 90m doses of coronavirus vaccine from foreign companies. 30m will come from biontechpfizer, a germanus partnership, and 60m from valneva, a french firm that will be manufactured in scotland	1
uk secures supply for potential german coronavirus vaccine  	2
uk will be living with coronavirus for many years to come and vaccine unlikely to eliminate it for good experts say   	0
uk will not participate in eu‚äôs #coronavirus fast track vaccine scheme. #torybrexit #covid19 catastrophe 	1
unfortunately some 50 of those who recover from covid 19 seem to have a residual and permanent cardiac disability  	0
united states coronavirus cases: 2,159,735 deaths: 117,830	1
unreal. as trump resumes indoor rallies, his campaign has implemented a new policy that attendees cannot sue if they contract coronavirus at an event. trump supporters, please think about what this means: the man does not care if you live or die. 	0
updated: rising covid19 hospitalizations in travis county trigger stage 4 recommendations 	0
updated: the #prayer in light of the #coronavirus pandemic: wearing gloves 	1
urgent alert!!! all maga morons, before you attend your coronavirus trump rally, do not forget to sign your waiver saying if you get coronavirus , it is not trumps fault. by the way, when you attend, the person standing next to you who coughed probably has coronavirus . enjoy!!! 	0
us coronavirus 3960583 cases and 143792 deaths reported in the united states to date.  62033 new cases and 504 new deaths have been reported so far today	1
venda people are from limpopo, you mess with them, you also messing with pedi and tsonga. we are capable of ending corona virus . nasi!! #sifisohlophemustfall 	2
venezuela: we have received medical equipment and coronavirus diagnostic tests from iran 	2
viruses dont care if you believe in them 	1
warning common sense on coronavirus   	1
watching my kid go into the dentist alone this is what health care looks like during  covid  i appreciate the safety protocols but as a parent this feels awful  	0
water is a human right. detroiters must have access to water before, during, and after a pandemic 	1
we are battling two wars both are killing us it also threatens to break apart our nation. covid  and racism are a deadly combination	0
we are going to come out of this bigger, stronger and more resilient than ever before. we will take down the deep state and we will overcome the politicization of  covid.  this is the american way	2
we aren't even out of the first wave of covid. come on people!! 	0
we can make this into anything. lets make it something positive. lets take this time to better our world and ourselves!	2
we follow the science except when the science points out that were lying charlatans   	0
we had a great weekend at camp! it feels like the old normal when youre there like covid doesnt exist  	2
we have just passed another grim milestone: 116,527 americans have died from the coronavirus , more than were lost in ww i. sadly, we seem to have normalized death. there was much ballyhoo when we passed 911, the korean and then vietnam war. we are tragically becoming numb. 	0
we just broke the downtrend on #covid19 in america. #coronavirus #protests 	0
we love those triumphant scenes of covid19 patients leaving the icu alive heres what you dont often see	2
we love those triumphant scenes of covid19 patients leaving the icu alive. heres what you dont often see: washingtonpost.comhealth20200609coronavirusventilatorrehabilitation?arc404=true ¬† ‚ä¶	2
we're making lowtraffic neighbourhoods a key part of the #streetspaceldn plan. planters, like these in hounslow, are a greener way of stopping cars blocking our roads while keeping access for residents. its simple: quieter, safer roads enable more londoners to walk and cycle.	2
wearing a mask for coronavirus can be a good thing... especially if you have bad wrinkles, bad breath, bad teeth, or no teeth! 	2
were battling two pandemics right now covid 19 and stupidity	0
weve seen two live interview polls this week that have biden 15 among registered voters. the other live interview poll had biden 11. the downward trend for trump in these polls can be directly tied to a declining approval of him on coronavirus 	1
what didnt happen is always hard to appreciate. solomon hsiang captured the power of stay at home orders vividly. no human effort has ever saved so many lives in such a short period of time 	2
what do countries with the best coronavirus reponses have in common? women leaders 	1
what is a conspiracy theory but a lie it comprehensively violates the ninth commandment. a conspiracist bears false witness, he accuses his fellow citiznes of grievous sins, he destroys their good name and he can incite violence. how should we react 	0
when  puts our children at risk he puts all of us at risk. missourians deserve a better leader who will make their health and safety her priority 	0
when a safe effective covid 19 vaccine is ready to be distributed it must be free and accessible to all	1
when this is over may we find that we have become more like the people we wanted to be, better for each other because of the worst	2
when we pass 200,000 coronavirus deaths, will anyone even notice?	0
white house and senate gop at odds over cdc funding for testing and tracing cnnpolitics 	1
who: asymptomatic spread of coronavirus is very rare. me: 	1
why hasn't @speakerpelosi pushed to freeze rent during the coronavirus pandemic? san francisco is one of the most expensive zip codes to live in. perhaps, she's got 365,000 reasons not to oppose landlords. #replacepelosi 	0
why hasnt the homeless population been decimated by covid since they are unsanitary, dont social distance, dont wear masks?	1
why is a sitting senator focused on a nyt piece that was published a year ago when he could be focused on say the  coronavirus  and the 140000 americans that have died?	0
why is dr fauci throwing out the first pitch of a baseball game if covid19 is raging out of control in america?	0
why is it every democrat solution to covid involves some version of wrecking the economy? we have been through countless pandemics before and never applied such draconian measures. why now? and if  covid  is such a naturalborn killer why does the cdc have to fake their stats?	0
wisconsin was a wake up call. georgia was a siren. if we don‚äôt urgently expand vote by mail and make it easy to vote safely in person, millions will be disenfranchised in november & legitimacy of 2020 election will be questioned 	0
with nearly 1,100 dead and hospitalizations spiking rapidly in arizona, lawmakers and medical professionals are warning there might not be enough emergency room beds to handle what could be a big influx of new cases. ¬†	0
with protests are mostly over, the press is desperately trying to return to pushing the lockdown. too late. we know they are liars, and that they will break any lockdown rule whenever they want. 	0
world health organisation says transmission of coronavirus by patients who show no symptoms is very rare 	1
yesterday, the u.s. surpassed 2 million coronavirus cases ‚ and the virus is still killing nearly 1,000 americans per day. it‚äôs heartbreaking. this pandemic is not behind us and we need to stay vigilant in making sure our communities are prepared.	0
you are soulless and cruel. my friend is grieving losing both of her in laws from coronavirus in weeks of each other as a direct result of gov cuomos directives and you assume she doesnt know health policy because she knows the science of meteorology	0
you thought a mask was inconvenient wait until youre told that you cannot enter a store without proof of the covid 19 vaccine, wait until you cannot go to public events or travel without proof of having received this vaccine	0
