tweet	party
New book by @charliekirk11, already number 1, “The MAGA Doctrine”. Really great, SUPPORT CHARLIE KIRK. Buy now!	1
Texas & Oklahoma: Mini Mike Bloomberg will kill your drilling, fracking and pipelines. Petroleum based “anything” is dead. Energy jobs gone. Don’t vote for Mini Mike!	1
“There's no instant cure, but there is a cure. With your help and your prayers, we'll find it.” – Ronald Reagan #WhatWouldReaganSay #COVID19	1
He forgot to mention born and unborn! …	1
"Be joyful in hope, patient in affliction, faithful in prayer. 

Romans 12:12"	1
"Here is a really good overview from @NTU of all of the crap in the @SpeakerPelosi bill. 

Unbelievable. 

#pelosiplayingpolitics …"	1
"What does imposing greenhouse gas emissions have to do with fighting the coronavirus?!?  

And why would anyone impose this on the airline industry when they are on the brink of bankruptcy?!?  

More examples of Speaker Pelosi putting politics ahead of the people.  So wrong!"	1
"How does limiting free speech have anything to do with fighting the coronavirus?!? 

Just another example of @SpeakerPelosi using this crisis to further her political wishes.  

Pathetic!"	1
"$300 million for @PBS?!?  

What does PBS have to do with fighting the coronavirus?1?  

More of Nancy Pelosi’s partisan earmarks that have nothing to do with relief.

#pelosiplayingpolitics"	1
"$35 million for the Kennedy Center in Washington, D.C. ?

WHAT DOES THIS HAVE TO DO WITH FIGHTING THE CORONAVIRUS?!?  

Show this to anyone dares question if @SpeakerPelosi is playing politics."	1
Lawmakers in Washington need prayer today—that they'd be able to work together & look to God for wisdom & direction in this critical time for our nation, setting aside all political agendas & partisanship to come together on steps our nation needs to take. …	1
"Lord Almighty,
blessed is the one who trusts in you.

Psalm 84:12"	1
Families and businesses need help now to survive the China virus pandemic. But @SpeakerPelosi walked away from negotiations to write her own bill, full of absurd provisions completely unrelated to the crisis at hand. Here’s what Speaker Pelosi is demanding while Americans suffer:	1
"This is no time for Senate Democrats to be running a political campaign. 
CARES Act has $75B for hospitals, $1.7B to buy masks & $10B to accelerate diagnostics & treatments. 
It’s time for Democrats to stop blocking legislation that gets health care workers the help they need."	1
"Democrats' behavior is a national disgrace. They are blocking aid for sick people and unemployed workers over Pelosi's 𝒕𝒐𝒕𝒂𝒍𝒍𝒚 𝒖𝒏𝒓𝒆𝒍𝒂𝒕𝒆𝒅 demands:
• Limits on ICE and Border Patrol
• Regulations from Green New Deal
• Disclosures for “corporate board diversity”"	1
What Democrats are doing is profoundly irresponsible. Millions of Americans are losing their jobs, small businesses are closing, people's lives are at risk, and Congressional Democrats are more interested in playing partisan games than providing much-needed relief.	1
"The Lord is my light and my salvation—
whom shall I fear?
The Lord is the stronghold of my life—
of whom shall I be afraid?

Psalm 27:9"	1
Abortion facilities should not be open while other legitimate businesses are being forced to shut down. Only real medical clinics should be open and receiving taxpayer funding since they actually provide healthcare.	1
"Surely God is my salvation;
I will trust and not be afraid.
The Lord, the Lord himself, is my strength and my defense;
he has become my salvation.” 

Isaiah 12:2"	1
New from @BrandonNTU and @andrew_lautz: Congress should retain business tax relief in any relief package. …	1
"For I am the Lord your God
who takes hold of your right hand
and says to you, Do not fear;
I will help you.

Isaiah 41:13"	1
“No crisis is beyond the capacity of our people to solve; no challenge too great.” – Ronald Reagan #WhatWouldReaganSay #COVID19	1
"“Give thanks to the Lord,
for his love endures forever.”

2 Chronicles 20:21b"	1
Financial institutions have used deferments in limited situations in the past.  The unique circumstances of the current crisis warrant this option being made available to the public.  This option does NOT require action by government. Institutions  can do this on their own.	1
"Today, I am asking the financial institutions of our country to announce a plan to allow Americans to defer their mortgage payments for up to six months (this does NOT require action by the government). Read more about this idea here: 

 …"	1
"But he said to me, “My grace is sufficient for you, for my power is made perfect in weakness.” Therefore I will boast all the more gladly about my weaknesses, so that Christ’s power may rest on me. 

2 Corinthians 12:9"	1
"Therefore do not worry about tomorrow, for tomorrow will worry about itself. Each day has enough trouble of its own.

Matthew 6:34"	1
"The Lord is the everlasting God,
the Creator of the ends of the earth.
He will not grow tired or weary,
and his understanding no one can fathom.
He gives strength to the weary
and increases the power of the weak.

Isaiah 40:28b-29"	1
"Dear God,

We need you!

We need you now more than ever. 

So many of us are afraid. We don’t know what to think and who to believe.  

We need you.  

#NationalDayOfPrayer

1/7"	1
"Here is a prayer I wrote this morning for the #NationalDayofPrayer
 …"	1
"Do not be anxious about anything, but in every situation, by prayer and petition, with thanksgiving, present your requests to God.

Philippians 4:6"	1
"These things I have spoken to you, that in Me you may have peace. In the world you will have tribulation; but be of good cheer, I have overcome the world.”

John 16:33"	1
Glad to talk with Wyoming Republicans in Jackson Hole tonight via @Skype while I am in Milwaukee, WI. @GOP	1
"For I know the plans I have for you,” declares the Lord, “plans to prosper you and not to harm you, plans to give you hope and a future. Then you will call on me and come and pray to me, and I will listen to you. 

Jeremiah 29:11-12"	1
"“Do not let your hearts be troubled. You believe in God ; believe also in me”

John 14:1"	1
"“We are all in this together.” 

–@realDonaldTrump"	1
Thank you to the brave members of the WI State Senate and Assembly who stood up to tens of thousands of protestors & stood with the hard-working taxpayers.  Together, we thought more about the next generation then we did about the next election.  Once again, WI led the way!. 4/4	1
For I am convinced that neither death nor life, neither angels nor demons, neither the present nor the future, nor any powers, neither height nor depth, nor anything else in all creation, will be able to separate us from the love of God that is in Christ Jesus our Lord. Romans 8	1
Imagine the outrage if a Republican had told a union worker he was “full of sh-t” then told a woman to “shush”? 	1
.@JoeBiden telling a MI construction worker he’s “full of sh-t” reminds me of when he called the manager at @koppscustard a “smarta-s” …	1
"Salvation is found in no one else, for there is no other name under heaven given to mankind by which we must be saved.”

Acts 4:12"	1
"This is the kind of abuse conservative students get all of the time on college campuses across America. We must defend the rights of people like Evita to speak out!
@yaf …"	1
"But seek first his kingdom and his righteousness, and all these things will be given to you as well.

Matthew 6:33"	1
The federal debt is $23 trillion. We can’t afford @BernieSanders trillions in new government spending! …	1
The first female president is more likely to be a Republican than a Democrat.	1
"Because you are my help,
I sing in the shadow of your wings.
I cling to you;
your right hand upholds me.

Psalm 63:7-8"	1
"Independent voters should look at this closer to see what is at stake in the 2020 elections. We don’t want sex offenders and terrorists working at the @TSA. 

And we don’t want any of their other crazy liberal ideas either. …"	1
"On the last and greatest day of the festival, Jesus stood and said in a loud voice, “Let anyone who is thirsty come to me and drink. Whoever believes in me, as Scripture has said, rivers of living water will flow from within them.”

John 7:37-38"	1
Biden To Defy CDC Warning To Stop Touching Other People's Faces 	1
Yeah, I don’t want to stand in line while the federal government makes healthcare decisions for me and my family. …	1
"The left is filled with anger and hatred.  We need to respond by getting the truth out about how Americans are much better than we were 4 years ago thanks to @realDonaldTrump & @Mike_Pence 

The angry left cannot win!
#KAG2020  …"	1
This is a brilliant piece Evita Duffy!  So sorry she has to suffer this abuse for having conservative views. Sadly we see this on college campuses across America. It’s why work of @YAF is so important. …	1
"So if the Son sets you free, you will be free indeed.

John 8:36"	1
"Trust in the Lord and do good;
dwell in the land and enjoy safe pasture.
Take delight in the Lord,
and he will give you the desires of your heart.

Psalm 37:3-4"	1
Mary Felzkowski will be an excellent member of the State Senate for the people of northern Wisconsin. She is a common sense conservative who has my full support.	1
"Don’t be fooled with @EricHolder’s claims of fighting for #fairmaps. The forms his group files with the IRS show his true mission: “FAVORABLY POSITION DEMOCRATS FOR THE REDISTRICTING PROCESS.”  

GOP needs to wake up before the left gerrymanders themselves into permanent power."	1
This is outrageous. Schumer must be condemned. …	1
"At #CPAC2020 on stage with the great @ScottWalker I made 3 points:
- We must never allow bad guys to make us afraid to visit the Biblical cities like #Hebron
- @realDonaldTrump was right to leave @UNESCO 
- ""Settlers"" are the brave Jews who are defending the heartland of Judea"	1
No doubt, @JoeBiden had a big day. Clearing out 2 of the “mainstream” Democrats along with @mikebloomberg ‘s horrible debate performance signaled to pragmatic voters that he was the alternative to a socialist. #SuperTuesdayResults	1
"Rejoice always, pray continually, give thanks in all circumstances; for this is God’s will for you in Christ Jesus.

1 Thessalonians 5:16-18"	1
There are a half a billion reasons for @MikeBloomberg to reassess his campaign tonight.	1
"Big night for @JoeBiden (orchestrated by the Democrat establishment). 

But remember, he’s still @JoeBiden"	1
Walker: Republicans have to get out the message on what socialism really means 	1
Miss us on Fox & Friends this am? …	1
"Unbelievable. 

And this is the guy that the Democrat establishment is coalescing around to “save” them from @BernieSanders …"	1
"“Come to me, all you who are weary and burdened, and I will give you rest. Take my yoke upon you and learn from me, for I am gentle and humble in heart, and you will find rest for your souls. For my yoke is easy and my burden is light.”

Matthew 11:28-30"	1
On Fox & Friends this morning.	1
"If @BernieSanders is nominee, Republicans have a chance to elect many new lawmakers. But we can’t assume Sanders will lose just because he supported Communist dictators in the past.  We have to tell the story. 

We can win big if we explain why freedom is better than socialism."	1
Former Obama AG @EricHolder has been raising millions of dollars to spend on local legislative and judicial races. They want to throw out old maps in many states and gerrymander Democrats into long-term control of the House. Republicans need to wake up before it’s too late.	1
"For God so loved the world that he gave his one and only Son, that whoever believes in him shall not perish but have eternal life. For God did not send his Son into the world to condemn the world, but to save the world through him. 

John 3:16-17"	1
"But if we walk in the light, as he is in the light, we have fellowship with one another, and the blood of Jesus, his Son, purifies us from all sin.

1 John 1:7"	1
"This is exactly what Medicare-For-All will do.

Pro-choice doctors will pressure women into having abortions for children with medical needs.

The government will take OUR money and use it to coerce women into abortions. …"	1
"“Go back into your communities and share the message: the contrast of socialism is freedom.”

- @ScottWalker #CPAC2020"	1
@ScottWalker at @CPAC: @realDonaldTrump has been phenomenal in his support for Israel.	1
.@scottwalker “Fear the Bern of socialism.” @yaf @washtimesoped …	1
“I’m an optimist because of Ronald Reagan.” @ScottWalker #CPAC	1
"“Bernie Sanders' brand of socialism is communism”
#CPAC2020 …"	1
.@JoeBiden My friend @NikkiHaley was smart not to take the Obamacare expansion. Look at the mess it created in New York. …	1
One more reason why controlling our borders is important. …	1
"“The goal of socialism is communism.”

Vladimir Lenin"	1
"Give thanks to the Lord, for he is good;
his love endures forever.

Psalm 118:1"	1
TRUMP …	1
"""The problems in our society are because the government already plays too big of a role in our lives, not because we need it to play an even larger one.""

- @ScottWalker #YAFonCampus …"	1
"Warren attacked Bloomberg for telling a pregnant female employee that she should ""kill"" her baby.

This was HOURS after she voted NO on a bill that would have protected babies born alive.

This was great, common sense bipartisan legislation.

Where's the consistency?

#DemDebate"	1
"What is the best alternative to socialism?

Freedom.

Governor @ScottWalker takes the stage LIVE tonight at @Stanford University to defend freedom in the face of the Left's socialist agenda.

Get a reminder to watch   "	1
Now, Bernie Sanders wants to spend trillions more on new government programs.  We need to pay down the existing debt, not add trillions more to it. 2/2	1
".@BenSasse 'Protecting babies born alive during an abortion should not be a partisan issue.'

#BornAlive"	1
If they took the baby home a few hours after delivery and did the same thing, it would be a crime. That’s because it’s MURDER. …	1
"Socialism might be ""trendy"" amongst liberals, but socialism is also dangerous.

TONIGHT, Governor @ScottWalker braves the liberal bastion of @Stanford University to take on socialist propaganda.

Watch from home   "	1
The only thing good about @soledadobrien’s tweet is that she exposes what most “journalists” think about those of us who are right of center but are afraid to be exposed in public for their liberal bias. …	1
"How bad would @BernieSanders be for Israel?

See:"	1
".@ScottWalker is heading to Stanford tomorrow!

Socialism will NEVER win. 

#YAFonCampus"	1
"Fidel Castro was a diabolical dictator who Bernie Sanders praised because he had a great reading program. Bernie is a Communist who admires Communist dictators and he should never be President of the United States of America.  

3/3"	1
"Honored to write a guest column for the Iowa Field Report. After @MikeBloomberg’s ridiculous comments, I thought it wise to set the record straight. 

Thank God for Farmers! …"	1
"""At least I'm not a communist.” 

James Carville has it right about @BernieSanders 

One constant in the places Bernie has admired in the past: FAILURE. 

We must not let him do that to America  …"	1
"Bernie Sanders stands by past comments defending communist Cuban leader Fidel Castro
 "	1
"Does this shock anyone?  

Bernie Sanders went on his honeymoon to the Soviet Union. As James Carville said, Bernie Sanders is a communist."	1
"Rejoice always, pray continually, give thanks in all circumstances; for this is God’s will for you in Christ Jesus.

1 Thessalonians 5:16-18"	1
"During Gov. @ScottWalker's 2011 Budget Address he said, “…We introduced a budget repair bill that is the first step toward addressing the long-term challenges facing our state — while laying the foundation for economic growth."" …"	1
.@scottwalker : “Students may be surprised to learn that Republican leaders paved the way for equal rights.” @yaf @WashTimesOpEd …	1
"Remember this the next time Democrats claim they are ""fighting gerrymandering."" All they want are #FairMaps that elect as many Democrats as possible. …"	1
Voters should think about the food crisis in Venezuela in 2020. @BernieSanders believes in socialism. This is socialism in its truest form.	1
Thank you @realdonaldtrump for designating this National Day of Prayer. Now more than ever, we must lean into our faith by loving our neighbors and caring for those around us.	1
"Life is our most basic human right. As a surgeon, I operated on unborn babies at weeks old despite the fact that so many do not recognize their right to survive. 

Today, thousands #MarchForLife to remind us that it’s our duty to fight for those who can’t fight for themselves."	1
There has been a lot of conversation around Baltimore recently. We the people should be enormously proud of our country even though we know it has not been historically perfect. However, when we say one nation under God, let’s make sure we mean it. 	1
I have an advantage of knowing the president very well, and he's not a racist and his comments are not racist... …	1
They do not want to protect our borders, they want to redistribute wealth, they want to massively empower the government at the expense of the people and aretrying, with some degree of success to divide the American people on the basis of race, income, age, religion, party	1
Historically threats to that freedom have been external to our national borders, but now people who are well-established inside of America who outwardly proclaim their desire to fundamentally change our nation.	1
"Powerful testimonial from @realBenCarson at the 46th Liberty University Commencement
@VP @JerryFalwellJr @DavidNasser #LUGrad"	1
It was a blessing to be with @VP @Mike_Pence & @SecondLady Karen Pence, Secretary of HUD Dr. @realBenCarson & his wife, Candy; @SecretarySonny Perdue, @GovMikeHuckabee & @PressSec @SarahSanders, & many others. Thankful for strong men & women of faith in Washington. 2/2	1
"Let’s think of Godly principles like loving our neighbors, developing our talents in order to be useful to others and living a life centered on the kind of values that propelled our fledgling nation to the pinnacle of the world in record time. 
Happy Easter!"	1
This Easter season let us forget about all the needless political strife around us and think of the magnificent gift of salvation provided by The Lamb of God.	1
"I stand with @GovKemp & Georgia, @_AshleyBratcher @UnplannedMovie
 …
@realDonaldTrump @seanhannity @MonicaCrowley @SebGorka @RealBenCarson @IngrahamAngle @TuckerCarlson @ericmetaxas @radiotalkermike @StephenBaldwin7"	1
"""I've never seen anything even remotely [from Trump] that would remind me of racist. And believe me, I recognize a racist when I see them.""
 …"	1
Full house for @RealBenCarson at the @cagop Saturday General Session. An inspiring speech about making America Great Again! #cagop	1
@RealBenCarson Breaks Silence and Speaks Out against McCabe and the 'Devious Plot' to Oust Trump …	1
During my time serving in the administration I have seen @realDonaldTrump consistently stand for the people and keep his promises even in the midst of great backlash.	1
"Bishop Valentine stuck with the principles of God over the principles of man...even the king!
  …  

And to think Bishop Valentine did it all because of John 3:16 !"	1
“All children born and unborn are made in the image of God!” …	1
"@realDonaldTrump: “America is again winning each and every day. Members of Congress, the State of our Union is strong!” 
#SOTU #America #SOTU2019 …"	1
#ChooseGreatness #Sotu	1
"This is the time to search for the tallest summit and set our sights on the brightest star... This is our future, our faith, and our choice to make. I am asking you to choose greatness 
#SOTU19 #America #sotu"	1
"@realDonaldTrump : Tonight, we renew our resolve, that America will never be a Socialist Country!”
#sotu #SOTU2019"	1
“All children born and unborn are made in the image of God!” #savethenabies #shesababy	1
Passing the Right to Try is a great step. Now we must stand for the #RightToLife for the most innocent among us. #SOTU2019 #StandforLife	1
We must reject the politics of revenge and resist and open our hearts to the politics of the common good for America. #SOTU19 #choosegreatness	1
May God bless the President with words of wisdom at the #StateOfTheUnion . May the listeners in this great Nation hear those words with open hearts.	1
I am encouraged by the President’s speech and hopeful that we can come together to reopen the government and serve this great nation as our founding fathers intended.	1
On this Thanksgiving, let us pause to contemplate the many blessings we so often take for granted. No caravans are leaving America for greener pastures. We and our ancestors have created something unique and special: “One nation under God, with liberty and justice for ALL.	1
Corinthians 4:8-9 “We are hard pressed on every side, but not crushed; perplexed, but not in despair; persecuted, but not abandoned; struck down, but not destroyed.” 	1
Let us honor the 1% of our population who served in our military to protect the other 99%, by doing our part to promote fairness and justice for all. Semper Fidelis.  …	1
"CONFIRMED: DR. BEN CARSON FOR #YBLS2018!

This Is HUGE! Join @RealBenCarson In Washington D.C. On Oct. 25th-28th For The Largest Gathering Of Young Black Conservatives In America!

Sign Up Now!   
#YBLS2018 "	1
It’s great to be back at the #ValuesVoterSummit talking with so many people of faith invested in protecting the future of our great nation. Thank you @FRCAction	1
Congratulations to a future STAR of the Republican Party, future Senator John James. A big and bold victory tonight in the Great State of Michigan - the first of many. November can’t come fast enough!	1
.@POTUS will be meeting now with Kim Jong Un. Please continue to pray. #SingaporeSummit	1
Happy Memorial Day! Today we especially remember those who made the ultimate sacrifice for freedom.  Each gave their lives for the love of country, and we must strive to live up to the responsibility of preserving these freedoms in honor of the fallen.	1
"This was a great honor— a wonderful conversation with @RealBenCarson, a trailblazer for the black community. 

Tick-tock, @TheDemocrats. 
#victormentality"	1
Wonderful to see fact based reporting. So proud of everything my husband is doing to #MAGA …	1
Today I was honored by @RealBenCarson and his wife Candy at the @carsonscholars #CSFAwards. Being surrounded by lots of brilliant young minds makes me even more optimistic about our future.	1
Like millions of Americans, Barbara Bush was one of my mother's heroes. She will be missed.	1
We wish you joy and happiness on this day when we like many in America celebrate the resurrection of our Lord and Savior Jesus Christ and the hope and confidence that brings to our lives.  …	1
Blessing to you on this Palm Sunday. May we remember and celebrate the greatest gift we will ever receive.	1
Today is an important reminder that our rights come from God and that government is meant to be a protector of these individual rights we must never again take for granted. …	1
"""We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the Pursuit of Happiness."""	1
“The greatest legacy one can pass on to one's children and grandchildren is not money or other material things accumulated in one's life, but rather a legacy of character and faith.”   - Billy Graham	1
We know Billy will be missed, but his willing spirit to serve his loving Savior lives on through his family, through his ministries and through those of us who have been touched by his eternal message.  	1
For those of you who watched it live streamed, you know of the impact of this blessed family.  Each perspective on his life gave us an even greater understanding of his love for his family, his country and his love for God.	1
This afternoon I was honored to spend some time with @SenatorBobDole. He is a great leader, and we can all learn from him.	1
We suspect, based on past attempts, that they will continue to probe and make further accusations even without evidence or substantiation. We will continue to ask for God’s guidance to do what is right. 2/2	1
To work together we must do better and this rhetoric must be confronted. Great job @MeghanMcCain …	1
Our nation’s motto is IN GOD WE TRUST. This week, our nation lost an incredible leader who devoted his life to helping us understand what those words really mean. We will never forget the historic crowds, the voice, the energy, and the profound faith of Billy Graham! #CPAC2018	1
Few, if any, men have had as great an impact on so many as Billy Graham. He was a strong voice for not only the Christian faith, but for basic human decency, as shown by his strident opposition to segregation.  He was America’s pastor.  Rest in Peace, Reverend Graham.	1
To work together we must do better and this rhetoric must be confronted. Great job @MeghanMcCain …	1
One of the greatest privileges of my life was to speak at one of his rallies and to personally experience his charisma. Thank you Lord for sharing this life with us for 99 years. 2/2	1
Praise God for the life and influence of Billy Graham who passed away last night. He was a man who boldly proclaimed the love of God and what it meant to be a Christian. If we all had his courage, the world would be a different place. 1/2	1
On this #PresidentsDay, we remember the past presidents who have served throughout our country’s history. Let’s also remember our current president. Pray for @POTUS @realDonaldTrump, that God will give him His wisdom as he leads this nation during a very turbulent time.	1
Last night on @JudgeJeanine the legendary football coach @ESPNDrLou teamed up with my husband in an interview with Judge Jeanine to roll out a plan to help our nation gain greatness for all of our citizens.  @FoxNews Have a look: …	1
"So proud of dad @RealBenCarson

Surgeon General Jerome Adams Shares Story About Dr. Ben Carson
  …"	1
"""In these moments of heartache...we hold onto God's word in scripture -- 'I have heard your prayer and seen your tears; I will heal you'"" -President Donald J. Trump addresses Florida shooting"	1
Karen and I are praying for those involved in the shooting at the NSA. @POTUS and I are monitoring the situation closely.	1
A #tbt to when I spoke at the #NationalPrayerBreakfast 	1
Our success won’t be defined by how many people we can bring into government assistance programs, but rather by how many we can help move to self-sufficiency. We won’t abandon, but rather embrace our duty as a society to care for those who can’t care for themselves (James 1:27)	1
"This week, my family and I have been under attack by the media questioning our integrity and ethics.  I have openly asked for an Independent Investigation to put to rest these unfounded biases.  
Exodus 14:14"	1
"When I posted a statement about the attacks on our family, I never could have imagined this outpouring of support and prayers.  I'm truly humbled and encouraged by all the messages embodying Christian and family values. We appreciate your continued prayers. 
~Merlynn Carson"	1
"Do not be like a horse or mule,without understanding;
with bit and bridle their temper is curbed,else they will not come to you. Psalms 32:9"	1
Inspiring & powerful #SOTU. @POTUS made clear the state of our Union is STRONG. In just 1 year @POTUS has cut taxes, grown our economy, and has ISIS on the run - & we're just getting started. We are building a SAFE, STRONG & PROUD America! #MAGA	1
United we STAND @realDonaldTrump #SOTU	1
Did you know #SmallBiz owners and siblings Steve Staub & Sandy Kepingler are guests of @POTUS and @FLOTUS at the #SOTU tonight? They utilized a @SBAgov #504Loan to expand their biz, Staub Manufacturing Solutions, and provided employees with bonuses as a result of #TaxReform! …	1
Tonight @realDonaldTrump readies to deliver the #SOTU, Please take the time to pray that God gives him guidance and that as a nation we can continue to come together for a better #America	1
"@FoxNews @POTUS Psalm 33:18
But the eyes of the Lord are on those who fear him, on those whose hope is in his unfailing love,"	1
Proverbs 3:5-6 Trust in the Lord with all your heart and lean not on your own understanding; in all your ways submit to him, and he will make your paths straight.	1
#America needs to come together as one nation under God …	1
".@POTUS: ""We are totally defending our Second Amendment, and have taken historic actions to protect religious liberty."" #SOTU  "	1
"@realDonaldTrump “In #America, we know that faith and family, not government and bureaucracy, are the center of the American life.  Our motto is 'in God we trust.'"" #SOTU"	1
...In God we trust... …	1
".@POTUS: ""Small businesses have also received a massive tax cut, and can now deduct 20 percent of their business income."" #SOTU  "	1
".@POTUS: ""We repealed the core of disastrous #Obamacare: the individual mandate is now gone."" #SOTU  "	1
Tonight @realDonaldTrump readies to deliver the #SOTU, Please take the time to pray that God gives him guidance and that as a nation we can continue to come together for a better #America	1
"When I posted a statement about the attacks on our family, I never could have imagined this outpouring of support and prayers.  I'm truly humbled and encouraged by all the messages embodying Christian and family values. We appreciate your continued prayers. 
~Merlynn Carson"	1
It’s just as true now as it was before. #IamaChristian #thisAmericanFaith	1
I believe, We are blessed to have a circle of #faith. Where look outside of ourselves and adhere to the principles and power of faith that made #America great. …	1
Please join us in praying for our dear friend @Arightside, who lost his mom today. We pray that God comforts him and his family.	1
Welcome to twitter @TrumpInaugural. Looking forward to the big day!	1
An announcement is forthcoming about my role in helping to make America great again.  	1
We have much work to do in strengthening every aspect of our nation and ensuring that both our physical & spiritual infrastructure is solid.	1
BET founder: 'If black Americans can turn the Republican Party into a friend, they should do it.' - CNN 	1
President elect Trump is a good judge of people and their intentions. He will be able to properly assess the...  …	1
Congratulations to the next President of the United States, @realDonaldTrump. 'We The People' have spoken.	1
Great to be with team Carson at Trump Tower tonight #MAGA @RealBenCarson @Arightside	1
"""I always pray for God's guidance in my life and he always provides it."""	1
".@realDonaldTrump on @RealBenCarson: ""I hope he will be very much involved in my administration."""	1
Obamacare has proven itself to be ineffective; one broken promise after another. Americans deserve care they can afford. – at Valley Forge	1
Christian Television Network Founder Bob D'Andrea with Donald Trump 	1
It is apparent that @HillaryClinton is unfit to be president. The @FBI should tell the American people what they have. We deserve to know.	1
Reps. Burgess, Price, Roe: Our Diagnosis As Doctors -- Obamacare Is About To Collapse 	1
Tomorrow morning I'll be joining @foxandfriends, be sure to tune in!	1
A Trojan Horse: We won't be manipulated by the media anymore. 	1
Great to be with @RealBenCarson at #BakersfieldBusinessConference!	1
My Advice To Colin Kaepernick (And All The Athletes Who Choose To Disrespect Our Flag)  …	1
Good luck tonight, @realDonaldTrump.	1
"My new op-ed: ""If Conservatives Are Pragmatic, They'll Vote For Donald Trump.”  "	1
My thoughts on North Carolina:  …	1
